36658,1892,0.78,1891,0.77,1637,0.76,812,0.7,9741,0.57,1597,0.68
22,1892,0.71,1891,0.7,1637,0.68,812,0.63,9741,0.47,1597,0.6
9741,1892,0.81,1891,0.82,1637,0.85,812,0.72,9741,1.0,1597,0.78
